Subject_ID,Tweet_ID,Sentence,Tokens,Indexed_Tokens,Segments_IDs
92,313,[CLS] A direct threat American Jews disgraced addled former President United States      [SEP],"['[CLS]', 'a', 'direct', 'threat', 'american', 'jews', 'disgrace', '##d', 'add', '##led', 'former', 'president', 'united', 'states', '[SEP]']","[101, 1037, 3622, 5081, 2137, 5181, 29591, 2094, 5587, 3709, 2280, 2343, 2142, 2163, 102]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
41,373,[CLS] A Palestinian Arab murders seven Jews going synagogue Jerusalem historic capital Jewish people [SEP],"['[CLS]', 'a', 'palestinian', 'arab', 'murders', 'seven', 'jews', 'going', 'synagogue', 'jerusalem', 'historic', 'capital', 'jewish', 'people', '[SEP]']","[101, 1037, 9302, 5424, 9916, 2698, 5181, 2183, 13067, 6744, 3181, 3007, 3644, 2111, 102]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
41,373,[CLS] Many Palestinians celebrate [SEP],"['[CLS]', 'many', 'palestinians', 'celebrate', '[SEP]']","[101, 2116, 21524, 8439, 102]","[142, 142, 142, 142, 142]"
41,373,[CLS] Hamas takes credit [SEP],"['[CLS]', 'hamas', 'takes', 'credit', '[SEP]']","[101, 22129, 3138, 4923, 102]","[143, 143, 143, 143, 143]"
41,373,[CLS] Media response This cycle violence [SEP],"['[CLS]', 'media', 'response', 'this', 'cycle', 'violence', '[SEP]']","[101, 2865, 3433, 2023, 5402, 4808, 102]","[144, 144, 144, 144, 144, 144, 144]"
41,373,[CLS] After Jews WERE going shul Jerusalem [SEP],"['[CLS]', 'after', 'jews', 'were', 'going', 'shu', '##l', 'jerusalem', '[SEP]']","[101, 2044, 5181, 2020, 2183, 18454, 2140, 6744, 102]","[145, 145, 145, 145, 145, 145, 145, 145, 145]"
92,232,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[146, 146]"
92,232,[CLS] Hatred Lies scapegoating ballot growing dangerous menace antisemitism [SEP],"['[CLS]', 'hatred', 'lies', 'sc', '##ape', '##go', '##ating', 'ballot', 'growing', 'dangerous', 'menace', 'anti', '##se', '##mit', '##ism', '[SEP]']","[101, 11150, 3658, 8040, 24065, 3995, 5844, 10428, 3652, 4795, 19854, 3424, 3366, 22930, 2964, 102]","[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
92,232,[CLS] The American experiment growing assault seven years [SEP],"['[CLS]', 'the', 'american', 'experiment', 'growing', 'assault', 'seven', 'years', '[SEP]']","[101, 1996, 2137, 7551, 3652, 6101, 2698, 2086, 102]","[148, 148, 148, 148, 148, 148, 148, 148, 148]"
92,232,[CLS] It abating become frontal assault occurring broad daylight [SEP],"['[CLS]', 'it', 'aba', '##ting', 'become', 'frontal', 'assault', 'occurring', 'broad', 'daylight', '[SEP]']","[101, 2009, 19557, 3436, 2468, 19124, 6101, 10066, 5041, 11695, 102]","[149, 149, 149, 149, 149, 149, 149, 149, 149, 149, 149]"
79,693,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[150, 150]"
79,693,[CLS] He must also aggressively questioned efforts appeasing terrorist Iranian regime [SEP],"['[CLS]', 'he', 'must', 'also', 'aggressively', 'questioned', 'efforts', 'app', '##ea', '##sing', 'terrorist', 'iranian', 'regime', '[SEP]']","[101, 2002, 2442, 2036, 24663, 8781, 4073, 10439, 5243, 7741, 9452, 7726, 6939, 102]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]"
93,976,[CLS] NeverForget NeverForgive No plea deals     terrorists [SEP],"['[CLS]', 'never', '##for', '##get', 'never', '##for', '##gi', '##ve', 'no', 'plea', 'deals', 'terrorists', '[SEP]']","[101, 2196, 29278, 18150, 2196, 29278, 5856, 3726, 2053, 14865, 9144, 15554, 102]","[152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152]"
20,116,[CLS] You want presidential candidatewho backboneIf RFK Jr thinks somehow Palestinian baby killed somehow never way intentional deliberate didnt know needs really get crack pipe [SEP],"['[CLS]', 'you', 'want', 'presidential', 'candidate', '##w', '##ho', 'backbone', '##if', 'rf', '##k', 'jr', 'thinks', 'somehow', 'palestinian', 'baby', 'killed', 'somehow', 'never', 'way', 'intentional', 'deliberate', 'didn', '##t', 'know', 'needs', 'really', 'get', 'crack', 'pipe', '[SEP]']","[101, 2017, 2215, 4883, 4018, 2860, 6806, 21505, 10128, 21792, 2243, 3781, 6732, 5064, 9302, 3336, 2730, 5064, 2196, 2126, 21249, 15063, 2134, 2102, 2113, 3791, 2428, 2131, 8579, 8667, 102]","[153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153, 153]"
92,874,[CLS] There deal United States Bibi Netanyahu s extremist antidemocratic coalition MBS ever ratified United States Senate [SEP],"['[CLS]', 'there', 'deal', 'united', 'states', 'bi', '##bi', 'net', '##any', '##ahu', 's', 'ex', '##tre', '##mist', 'anti', '##de', '##mo', '##cratic', 'coalition', 'mb', '##s', 'ever', 'ratified', 'united', 'states', 'senate', '[SEP]']","[101, 2045, 3066, 2142, 2163, 12170, 5638, 5658, 19092, 21463, 1055, 4654, 7913, 23738, 3424, 3207, 5302, 17510, 6056, 16914, 2015, 2412, 17673, 2142, 2163, 4001, 102]","[154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154]"
92,874,[CLS] Ever More United States America never sign mutual defense pact Saudi regime [SEP],"['[CLS]', 'ever', 'more', 'united', 'states', 'america', 'never', 'sign', 'mutual', 'defense', 'pact', 'saudi', 'regime', '[SEP]']","[101, 2412, 2062, 2142, 2163, 2637, 2196, 3696, 8203, 3639, 14790, 8174, 6939, 102]","[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
